Protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Fasta.headers	Number.of.proteins	Peptides	Razor...unique.peptides	Unique.peptides	Peptides.t1.1	Peptides.t1.2	Peptides.t1.3	Peptides.t1.4	Peptides.t2.1	Peptides.t2.2	Peptides.t2.3	Peptides.t2.4	Razor...unique.peptides.t1.1	Razor...unique.peptides.t1.2	Razor...unique.peptides.t1.3	Razor...unique.peptides.t1.4	Razor...unique.peptides.t2.1	Razor...unique.peptides.t2.2	Razor...unique.peptides.t2.3	Razor...unique.peptides.t2.4	Unique.peptides.t1.1	Unique.peptides.t1.2	Unique.peptides.t1.3	Unique.peptides.t1.4	Unique.peptides.t2.1	Unique.peptides.t2.2	Unique.peptides.t2.3	Unique.peptides.t2.4	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Sequence.length	Sequence.lengths	Q.value	Score	Identification.type.t1.1	Identification.type.t1.2	Identification.type.t1.3	Identification.type.t1.4	Identification.type.t2.1	Identification.type.t2.2	Identification.type.t2.3	Identification.type.t2.4	Sequence.coverage.t1.1....	Sequence.coverage.t1.2....	Sequence.coverage.t1.3....	Sequence.coverage.t1.4....	Sequence.coverage.t2.1....	Sequence.coverage.t2.2....	Sequence.coverage.t2.3....	Sequence.coverage.t2.4....	Intensity	Intensity.t1.1	Intensity.t1.2	Intensity.t1.3	Intensity.t1.4	Intensity.t2.1	Intensity.t2.2	Intensity.t2.3	Intensity.t2.4	LFQ.intensity.t1.1	LFQ.intensity.t1.2	LFQ.intensity.t1.3	LFQ.intensity.t1.4	LFQ.intensity.t2.1	LFQ.intensity.t2.2	LFQ.intensity.t2.3	LFQ.intensity.t2.4	MS.MS.Count.t1.1	MS.MS.Count.t1.2	MS.MS.Count.t1.3	MS.MS.Count.t1.4	MS.MS.Count.t2.1	MS.MS.Count.t2.2	MS.MS.Count.t2.3	MS.MS.Count.t2.4	MS.MS.Count	Only.identified.by.site	Reverse	Potential.contaminant	id	Peptide.IDs	Peptide.is.razor	Mod..peptide.IDs	Evidence.IDs	MS.MS.IDs	Best.MS.MS	Carbamidomethyl..C..site.IDs	Oxidation..M..site.IDs	Carbamidomethyl..C..site.positions	Oxidation..M..site.positions
sp|P56379|68MP_MOUSE	1	1	1		1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	3.3	3.3	3.3	35.955	332	332	0.0013822	3.539	By matching	By matching	By matching		By MS/MS		By MS/MS	By MS/MS	3.3	3.3	3.3	0	3.3	0	3.3	3.3	16743000	1195700	901880	1535200	0	4471100	0	4795000	3844600	0	0	0	0	0	0	0	3844600	0	0	0	0	0	0	0	0	0			NA	1438	4619	TRUE	4722	29971;29972;29973;29974;29975;29976	41778;41779;41780	41778				
sp|Q9QXS1|PLEC_MOUSE	11	5	4		1	11	5	4	5	5	8	8	8	8	8	11	3	2	3	3	4	4	4	5	2	1	2	2	3	3	3	4	27.9	13.7	11.1	50.133	452	452	0	25.147	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.9	11.5	21.7	21.7	18.6	23.2	23	27.9	219700000	11331000	9601300	17077000	25891000	7576600	27247000	21361000	99620000	11182000	13234000	21934000	32930000	6539400	21458000	17082000	83043000	0	3	5	5	2	5	5	14	39			NA	1439	205;793;1723;4275;6316;7889;9619;12115;16363;16799;17883	True;True;True;True;False;False;False;False;True;False;False	211;812;1756;4365;6463;8062;9834;12431;16780;17225;18343	1386;1387;1388;1389;5134;5135;5136;5137;5138;5139;5140;5141;5142;5143;5144;11107;11108;11109;11110;11111;11112;11113;11114;27747;27748;27749;27750;27751;27752;27753;40719;40720;40721;40722;40723;51537;51538;51539;51540;51541;63208;63209;79036;79037;79038;79039;79040;106604;106605;109292;109293;109294;109295;109296;109297;109298;109299;116917;116918;116919;116920;116921;116922;116923;116924	1823;6927;6928;6929;6930;6931;6932;6933;6934;6935;6936;6937;6938;6939;6940;6941;6942;6943;6944;6945;6946;6947;15422;15423;15424;15425;15426;15427;15428;15429;15430;15431;15432;15433;38715;38716;38717;56542;56543;56544;72284;72285;87424;87425;108371;108372;108373;145265;145266;145267;148664;148665;159612;159613;159614;159615;159616;159617	1823;6946;15431;38717;56543;72285;87425;108371;145266;148665;159616				
sp|Q9Z1Q2|ABHGA_MOUSE	2	2	2		1	2	2	2	0	0	0	0	2	2	1	2	0	0	0	0	2	2	1	2	0	0	0	0	2	2	1	2	9.7	9.7	9.7	24.948	216	216	0	6.9811					By matching	By MS/MS	By matching	By MS/MS	0	0	0	0	9.7	9.7	4.6	9.7	25602000	0	0	0	0	2427400	1.10E+07	1501400	10674000	0	0	0	0	2604800	9902200	0	11594000	0	0	0	0	0	2	0	2	4			NA	1440	11886;19373	True;True	12167;19869	77283;77284;77285;77286;126332;126333;126334	106215;106216;172420;172421	106216;172421				
sp|Q99JX3|GORS2_MOUSE	15	15	15		1	15	15	15	15	15	14	13	6	7	7	6	15	15	14	13	6	7	7	6	15	15	14	13	6	7	7	6	41.9	41.9	41.9	28.467	248	248	0	207.92	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	41.9	41.9	41.9	41.9	33.9	38.7	27.4	25.4	633220000	90818000	149830000	79855000	225380000	18754000	32548000	21473000	14554000	81346000	132010000	68477000	209440000	35347000	38688000	34688000	25847000	17	22	14	33	5	4	3	1	99			NA	1441	1189;1190;6854;8107;8108;8151;8152;8825;8826;8947;8948;11770;14118;14119;19563	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1218;1219;7006;8290;8291;8338;8339;9026;9027;9149;9150;12034;14495;14496;20066	7702;7703;7704;7705;7706;7707;44216;44217;44218;44219;44220;44221;44222;44223;44224;44225;44226;44227;44228;53027;53028;53029;53030;53031;53032;53033;53034;53035;53036;53037;53038;53039;53040;53363;53364;53365;53366;53367;53368;53369;53370;53371;53372;53373;57987;57988;57989;57990;57991;57992;57993;57994;57995;57996;57997;57998;57999;58000;58001;58848;58849;58850;58851;58852;58853;58854;58855;58856;58857;58858;76500;76501;76502;76503;76504;76505;76506;76507;76508;92125;92126;92127;92128;92129;92130;92131;127496;127497;127498;127499;127500;127501;127502;127503;127504;127505;127506;127507;127508;127509;127510;127511;127512;127513;127514;127515	10929;10930;10931;10932;10933;10934;10935;61331;61332;61333;61334;61335;61336;61337;61338;61339;61340;61341;61342;61343;61344;61345;74416;74417;74418;74419;74420;74421;74422;74423;74424;74425;74426;74427;74428;74429;74872;74873;74874;74875;74876;74877;74878;74879;74880;74881;80856;80857;80858;80859;80860;80861;80862;80863;80864;80865;80866;80867;80868;80869;81959;81960;81961;81962;81963;81964;81965;81966;105217;105218;105219;105220;105221;105222;105223;105224;105225;125593;125594;125595;125596;125597;125598;125599;125600;125601;125602;125603;125604;125605;173984;173985;173986;173987;173988;173989;173990;173991;173992;173993;173994;173995;173996;173997;173998;173999	10929;10935;61343;74417;74424;74876;74881;80861;80865;81959;81965;105218;125594;125599;173993				
sp|Q921H8|THIKA_MOUSE;sp|Q8VCH0|THIKB_MOUSE	2	2	2		1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	9.2	9.2	9.2	25.171	229	229	0.00037979	5.0301	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9.2	5.7	9.2	9.2	9.2	9.2	9.2	9.2	38228000	3764800	2503100	5601700	9289600	4616200	5366600	4195800	2890100	0	0	0	0	0	0	0	2890100	0	1	0	0	1	1	1	1	5			NA	1442	2259;4109	True;True	2299;4197	14645;14646;14647;14648;14649;14650;14651;26699;26700;26701;26702;26703;26704;26705;26706	20745;20746;20747;37396;37397;37398;37399;37400	20747;37399				
sp|Q9WTL2|RAB25_MOUSE	7	7	7		1	7	7	7	5	5	6	6	1	0	1	0	5	5	6	6	1	0	1	0	5	5	6	6	1	0	1	0	4.1	4.1	4.1	315.45	2798	2798	0	21.195	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS		3.3	3.3	3.2	3.6	0.4	0	0.4	0	59500000	5922500	10268000	8430800	1.70E+07	8375200	0	9503500	0	6274100	11734000	7727100	15886000	0	0	0	0	1	3	2	5	1	0	1	0	13			NA	1443	2210;3660;10456;11099;12490;13931;16039	True;True;True;True;True;True;True	2249;3737;10682;11341;12820;14305;16447	14327;14328;14329;23824;23825;68448;68449;68450;68451;72330;72331;72332;72333;81517;81518;81519;90824;90825;90826;90827;104256;104257;104258;104259	20348;20349;33918;33919;94824;94825;94826;99642;99643;112008;112009;124002;141295	20348;33918;94826;99643;112008;124002;141295				
sp|Q9ET01|PYGL_MOUSE	10	10	10		1	10	10	10	10	9	9	10	0	0	0	0	10	9	9	10	0	0	0	0	10	9	9	10	0	0	0	0	9.9	9.9	9.9	207.78	1862	1862	0	50.871	By MS/MS	By MS/MS	By MS/MS	By MS/MS					9.9	9.1	8.8	9.9	0	0	0	0	169030000	34700000	37691000	37678000	58958000	0	0	0	0	34465000	40445000	37983000	56134000	0	0	0	0	9	8	10	6	0	0	0	0	33			NA	1444	6096;6104;6416;7779;8304;8988;10735;12636;15501;16297	True;True;True;True;True;True;True;True;True;True	6231;6239;6563;7951;8496;9190;10969;12972;15899;16712	39317;39318;39319;39320;39377;39378;39379;39380;41345;41346;41347;41348;50831;50832;50833;50834;54482;54483;54484;54485;59081;59082;59083;70054;70055;70056;82533;82534;82535;82536;100890;100891;100892;100893;106110;106111;106112;106113	54691;54692;54780;54781;54782;57430;57431;57432;57433;71260;71261;76441;76442;76443;82198;96829;96830;113498;113499;113500;113501;113502;136616;136617;136618;136619;136620;136621;136622;136623;144586;144587;144588;144589	54691;54782;57433;71260;76443;82198;96829;113498;136619;144588				
sp|P62918|RL8_MOUSE	10	10	10		1	10	10	10	9	10	9	9	0	0	0	0	9	10	9	9	0	0	0	0	9	10	9	9	0	0	0	0	17.5	17.5	17.5	118.26	1029	1029	0	41.982	By MS/MS	By MS/MS	By MS/MS	By MS/MS					16.3	17.5	16.3	16.3	0	0	0	0	152560000	28843000	38880000	31415000	53420000	0	0	0	0	30081000	35034000	32682000	54761000	0	0	0	0	7	6	9	6	0	0	0	0	28			NA	1445	4;1641;3344;11609;11634;12816;14944;15430;16308;17245	True;True;True;True;True;True;True;True;True;True	4;1674;3413;11860;11885;13161;15337;15828;16723;17688	20;21;22;23;10612;10613;10614;10615;21788;21789;21790;21791;75480;75481;75482;75483;75636;83712;83713;83714;83715;97265;97266;97267;97268;100408;100409;100410;100411;106182;106183;106184;106185;112469;112470;112471;112472	13;14880;14881;14882;14883;31314;103870;103871;103872;103873;103874;104067;115029;115030;115031;132087;136067;136068;136069;136070;136071;136072;136073;144688;144689;144690;144691;153514;153515;153516;153517	13;14883;31314;103874;104067;115031;132087;136070;144688;153517				
sp|Q8VHI3|OFUT2_MOUSE	3	3	3		1	3	3	3	3	3	3	3	0	0	0	0	3	3	3	3	0	0	0	0	3	3	3	3	0	0	0	0	7.4	7.4	7.4	59.152	551	551	0	13.961	By MS/MS	By MS/MS	By MS/MS	By MS/MS					7.4	7.4	7.4	7.4	0	0	0	0	40888000	7437000	14388000	7532500	11530000	0	0	0	0	8578600	10359000	7735500	14215000	0	0	0	0	1	1	1	2	0	0	0	0	5			NA	1446	6243;13413;16705	True;True;True	6387;13777;17129	40274;40275;40276;40277;87587;87588;87589;87590;108666;108667;108668;108669	56010;120131;120132;120133;120134;147886;147887;147888	56010;120134;147887				
sp|Q9D8W7|OCAD2_MOUSE	4	4	4		1	4	4	4	1	2	2	2	1	2	1	1	1	2	2	2	1	2	1	1	1	2	2	2	1	2	1	1	7	7	7	81.261	697	697	0	13.912	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1	3.2	3.2	3.2	2.2	3.9	2.2	2.2	93868000	7785500	12511000	14417000	29508000	1668800	10683000	7473200	9821600	0	0	0	0	0	0	0	9821600	3	4	3	5	1	3	1	1	21			NA	1447	9592;13077;14412;14529	True;True;True;True	9806;13431;14796;14915	63083;85373;85374;85375;85376;93988;93989;93990;94728;94729;94730;94731;94732;94733;94734;94735	87313;117220;117221;117222;117223;117224;127567;128601;128602;128603;128604;128605;128606;128607;128608;128609;128610;128611;128612;128613;128614;128615	87313;117223;127567;128615				
sp|Q8BP86|SNPC4_MOUSE	3	3	3		1	3	3	3	3	3	3	3	1	0	1	0	3	3	3	3	1	0	1	0	3	3	3	3	1	0	1	0	16.2	16.2	16.2	29.812	253	253	0	11.35	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching		By matching		16.2	16.2	16.2	16.2	6.7	0	6.7	0	94226000	23658000	20862000	17338000	30101000	974980	0	1291700	0	25296000	20048000	16248000	30366000	0	0	0	0	3	2	1	2	0	0	0	0	8			NA	1448	3321;9664;13683	True;True;True	3387;9879;14052	21632;21633;21634;21635;63430;63431;63432;63433;89360;89361;89362;89363;89364;89365	31032;31033;31034;31035;87663;122255;122256;122257	31032;87663;122256				
sp|Q9QXW4|FSCN3_MOUSE	7	7	7		1	7	7	7	5	5	5	5	3	4	3	3	5	5	5	5	3	4	3	3	5	5	5	5	3	4	3	3	10.9	10.9	10.9	110.78	998	998	0	29.19	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.4	8.6	8.4	8.4	5.8	6.9	5.8	5.8	145030000	20231000	25523000	18255000	29020000	13414000	17217000	10636000	10732000	16249000	23825000	16607000	22118000	18653000	18533000	14286000	14757000	3	4	2	1	2	1	1	1	15			NA	1449	9614;14158;14408;15271;16600;17413;17822	True;True;True;True;True;True;True	9829;14537;14792;15667;17023;17857;18281	63186;63187;63188;63189;92444;92445;92446;92447;93963;93964;93965;93966;93967;99364;107966;107967;107968;113473;113474;113475;113476;113477;113478;113479;113480;116534;116535;116536;116537;116538;116539;116540;116541	87412;125965;127550;127551;134699;146844;154962;159208;159209;159210;159211;159212;159213;159214;159215;159216;159217	87412;125965;127551;134699;146844;154962;159209				
sp|O54879|HMGB3_MOUSE	10	10	10		1	10	10	10	10	10	10	9	4	2	2	4	10	10	10	9	4	2	2	4	10	10	10	9	4	2	2	4	12.6	12.6	12.6	176.07	1600	1600	0	59.193	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	12.6	12.6	12.6	11.8	5.8	2.6	2.6	4.8	254960000	54103000	70701000	38508000	76790000	5858600	2832800	2533900	3629800	51469000	75543000	33135000	79696000	4931700	3665500	3407100	3109700	11	13	8	8	0	0	0	0	40			NA	1450	3234;4989;6065;6398;8183;8343;9157;11798;13937;15886	True;True;True;True;True;True;True;True;True;True	3299;5105;6200;6545;8371;8535;9362;12064;14311;16293	21071;21072;21073;21074;21075;32336;32337;32338;32339;39158;39159;39160;39161;41223;41224;41225;41226;41227;41228;41229;41230;53548;53549;53550;53551;54727;54728;54729;54730;54731;54732;60305;60306;60307;60308;60309;60310;60311;60312;76689;76690;76691;76692;76693;90858;90859;90860;103343;103344;103345;103346	30271;30272;44897;44898;44899;44900;54488;54489;54490;54491;54492;54493;54494;57242;57243;57244;57245;57246;57247;57248;57249;75130;76739;76740;76741;76742;76743;76744;76745;76746;83810;83811;83812;83813;83814;105431;105432;105433;105434;105435;124026;140066	30271;44900;54494;57244;75130;76742;83814;105435;124026;140066				
sp|P62331|ARF6_MOUSE	3	3	3		1	3	3	3	3	3	2	3	1	2	0	2	3	3	2	3	1	2	0	2	3	3	2	3	1	2	0	2	16.2	16.2	16.2	21.627	198	198	0	6.1499	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching		By matching	16.2	16.2	10.6	16.2	5.6	11.1	0	11.1	33129000	5570900	8810000	2461000	10402000	1163000	3033000	0	1689000	3942700	10861000	0	8204900	0	3707400	0	2788500	1	3	0	1	0	0	0	0	5			NA	1451	3840;11152;14742	True;True;True	3918;11394;15132	24925;24926;24927;24928;72656;72657;72658;72659;72660;72661;72662;96039;96040;96041;96042;96043	35262;100044;100045;100046;130503;130504	35262;100045;130503				
sp|Q91VI7|RINI_MOUSE	4	4	4		1	4	4	4	4	4	3	4	2	2	2	2	4	4	3	4	2	2	2	2	4	4	3	4	2	2	2	2	9.8	9.8	9.8	69.59	623	623	0	11.681	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	9.8	9.8	8.3	9.8	4.8	5.8	4.8	4.8	57413000	11756000	13002000	6659500	14156000	2748900	5321100	1998700	1770900	11518000	12632000	8325200	13097000	0	0	0	0	2	3	1	2	0	0	0	0	8			NA	1452	6379;11834;13342;17657	True;True;True;True	6526;12106;13704;18110	41093;41094;41095;41096;41097;41098;41099;76909;76910;76911;76912;76913;87080;87081;87082;115383;115384;115385;115386;115387;115388;115389;115390	57046;57047;57048;105731;105732;105733;119308;119309;157781	57048;105732;119308;157781				
sp|Q61136|PRP4B_MOUSE	6	6	6		1	6	6	6	0	0	0	0	4	6	2	5	0	0	0	0	4	6	2	5	0	0	0	0	4	6	2	5	6.6	6.6	6.6	175.77	1516	1516	0	23.677					By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	0	0	4.4	6.6	3.1	5.3	79283000	0	0	0	0	6732700	37355000	4581300	30613000	0	0	0	0	14203000	26936000	13033000	25111000	0	0	0	0	1	6	1	5	13			NA	1453	1008;1495;11557;12367;14961;16601	True;True;True;True;True;True	1030;1526;11807;12694;15354;17024	6510;6511;6512;9708;75185;75186;75187;80762;80763;97366;97367;97368;97369;107969;107970;107971;107972	8986;13556;103384;103385;110918;110919;132213;132214;132215;146845;146846;146847;146848;146849	8986;13556;103384;110919;132213;146846				
sp|P56399|UBP5_MOUSE	7;1;1	7;1;1	7;1;1		3	7	7	7	6	6	5	5	2	1	1	1	6	6	5	5	2	1	1	1	6	6	5	5	2	1	1	1	21.9	21.9	21.9	51.691	447	447;443;453	0	40.729	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	19.2	19.2	15.7	17.9	5.1	2.7	2.7	2.7	128560000	26841000	39307000	14346000	39657000	2681900	2296000	909890	2518200	23518000	35611000	19483000	41539000	0	0	0	0	10	7	2	6	0	1	0	0	26			NA	1454	5441;12224;14977;18293;18643;18644;19537	True;True;True;True;True;True;True	5566;12551;15370;18768;19122;19123;20039	35134;35135;35136;35137;79787;79788;79789;79790;97519;97520;97521;97522;119545;119546;119547;121829;121830;121831;121832;121833;121834;121835;121836;127352;127353;127354;127355	48746;48747;48748;48749;48750;109355;109356;109357;132414;163287;163288;163289;163290;163291;163292;166745;166746;166747;166748;166749;166750;173810;173811;173812;173813;173814	48748;109357;132414;163290;166749;166750;173810				
sp|P26443|DHE3_MOUSE;xx|DHE3_BOVIN|	3	3	3		1	3	3	3	3	3	2	3	0	0	0	0	3	3	2	3	0	0	0	0	3	3	2	3	0	0	0	0	6.2	6.2	6.2	93.841	820	820	0	5.9099	By matching	By MS/MS	By matching	By matching					6.2	6.2	3.4	6.2	0	0	0	0	13228000	2703800	5713800	1977000	2833100	0	0	0	0	1906700	7640400	0	1703600	0	0	0	0	0	4	0	0	0	0	0	0	4			NA	1455	14333;14632;16530	True;True;True	14716;15021;16952	93476;93477;93478;93479;95359;95360;95361;95362;107536;107537;107538	126991;129436;146348;146349;146350	126991;129436;146350				
sp|Q3U1G5|I20L2_MOUSE	3	3	3		1	3	3	3	2	2	2	2	3	3	3	3	2	2	2	2	3	3	3	3	2	2	2	2	3	3	3	3	11.5	11.5	11.5	49.408	435	435	0	7.9565	By MS/MS	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.8	7.8	7.8	7.8	11.5	11.5	11.5	11.5	89827000	7047200	7731100	2165000	5819500	20364000	18542000	14865000	13293000	6918300	7589500	6677700	10903000	19821000	20630000	9299100	7988400	1	0	0	0	3	4	1	1	10			NA	1456	12526;17312;17573	True;True;True	12858;17755;18023	81780;81781;81782;81783;81784;81785;81786;81787;81788;81789;81790;81791;81792;81793;112854;112855;112856;112857;112858;112859;112860;112861;114847;114848;114849;114850	112476;112477;112478;112479;154118;154119;157069;157070;157071;157072	112478;154119;157069				
sp|Q8K215|LYRM4_MOUSE	2	2	2		1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	8.2	8.2	8.2	42.88	390	390	0.001703	3.3758	By matching	By matching	By matching	By matching	By MS/MS	By matching	By MS/MS	By matching	5.1	5.1	5.1	5.1	3.1	3.1	8.2	3.1	56482000	4366700	3916800	4400600	6544000	5980900	6792700	19879000	4601400	0	0	0	0	0	0	19879000	0	0	0	0	0	0	0	0	0	0			NA	1457	150;17205	True;True	155;17645	1011;1012;1013;1014;112140;112141;112142;112143;112144	1388;152860	1388;152860				
sp|Q9R0Q9|MPU1_MOUSE	2	2	2		1	2	2	2	1	2	2	1	0	0	0	0	1	2	2	1	0	0	0	0	1	2	2	1	0	0	0	0	1.9	1.9	1.9	245.16	2195	2195	0.00037202	4.6596	By matching	By MS/MS	By MS/MS	By MS/MS					0.5	1.9	1.9	0.5	0	0	0	0	8825000	1307300	2740500	2975200	1801900	0	0	0	0	0	0	2975200	0	0	0	0	0	0	1	1	1	0	0	0	0	3			NA	1458	11358;15042	True;True	11605;15435	73975;73976;97910;97911;97912;97913	101708;101709;132865	101709;132865				
sp|Q5XG71|UTP20_MOUSE	44	44	44		1	44	44	44	43	44	41	44	4	4	7	3	43	44	41	44	4	4	7	3	43	44	41	44	4	4	7	3	28.3	28.3	28.3	244.54	2136	2136	0	281.12	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	28.3	28.3	26.4	28.3	2.6	2.4	4.4	2.2	1182800000	244200000	276420000	244440000	402600000	4339200	4525800	4284300	1945500	225540000	270460000	256430000	421110000	1468300	1416400	1496000	756790	54	60	59	67	0	0	0	0	240			NA	1459	1071;1853;2066;2689;3142;4259;4977;4978;5315;5534;5993;6021;6170;6519;6520;6632;6672;8561;10072;10157;10754;11578;11755;12064;12146;12255;12479;13913;13914;14030;14144;14145;14702;15144;15145;16167;16558;17450;17543;18257;18658;18969;19042;19043	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1099;1891;2105;2743;3204;4349;5093;5094;5436;5660;6127;6156;6312;6668;6669;6783;6824;8757;10293;10380;10988;11829;12018;12369;12466;12582;12808;12809;14285;14286;14405;14522;14523;15092;15538;15539;16578;16980;17895;17992;18730;19137;19455;19529;19530	6997;6998;6999;7000;12095;12096;12097;12098;12099;12100;13429;13430;13431;13432;17570;17571;17572;17573;20500;20501;20502;20503;27633;27634;27635;27636;27637;27638;27639;27640;27641;27642;32265;32266;32267;32268;32269;32270;32271;32272;32273;32274;32275;32276;32277;32278;34326;34327;34328;35722;35723;35724;38712;38713;38714;38715;38889;38890;38891;38892;38893;38894;38895;38896;38897;39830;39831;39832;39833;41999;42000;42001;42002;42003;42004;42005;42006;42007;42008;42009;42795;42796;42797;42798;43052;43053;43054;43055;56191;56192;56193;56194;66005;66006;66007;66008;66009;66010;66011;66012;66592;66593;66594;66595;66596;66597;70198;70199;70200;70201;70202;70203;70204;70205;70206;75296;75297;75298;75299;75300;75301;75302;76428;76429;76430;76431;76432;76433;78610;78611;78612;78613;78614;79278;79279;79280;79281;79992;79993;79994;79995;81443;81444;81445;81446;81447;81448;81449;81450;81451;81452;90699;90700;90701;90702;90703;90704;90705;90706;91427;91428;91429;91430;92354;92355;92356;92357;92358;92359;95777;95778;95779;95780;98618;98619;98620;98621;98622;98623;98624;98625;105167;105168;105169;105170;105171;105172;105173;107709;107710;107711;107712;107713;113723;113724;113725;113726;114609;114610;114611;114612;119289;119290;119291;119292;121942;121943;121944;121945;123822;123823;123824;123825;123826;124235;124236;124237;124238;124239;124240;124241;124242	10036;10037;10038;10039;10040;10041;10042;17119;17120;17121;17122;17123;17124;17125;17126;17127;17128;17129;17130;19149;19150;19151;19152;19153;19154;19155;19156;25165;25166;25167;29432;29433;29434;29435;29436;38538;38539;38540;38541;38542;38543;38544;38545;38546;38547;38548;38549;38550;38551;38552;38553;44831;44832;44833;44834;44835;44836;44837;44838;44839;47663;47664;47665;47666;47667;47668;49549;53934;53935;53936;53937;53938;53939;53940;53941;53942;54144;54145;54146;54147;54148;54149;54150;54151;54152;54153;54154;54155;54156;54157;54158;55393;55394;55395;55396;55397;55398;55399;55400;58357;58358;58359;58360;58361;58362;59450;59451;59452;59453;59454;59910;59911;59912;59913;59914;59915;59916;59917;59918;59919;59920;59921;59922;78692;78693;78694;78695;91353;91354;91355;91356;91357;91358;91359;91360;91361;91362;92291;92292;92293;92294;92295;97015;97016;97017;97018;97019;97020;97021;97022;97023;97024;103521;103522;103523;103524;103525;103526;103527;105164;105165;105166;105167;105168;105169;105170;105171;105172;107800;107801;108713;108714;108715;109598;109599;109600;111935;111936;111937;111938;111939;111940;111941;111942;111943;111944;111945;123876;123877;123878;123879;123880;123881;123882;123883;123884;123885;124729;124730;124731;125872;125873;125874;130077;133774;133775;133776;133777;133778;133779;133780;133781;133782;133783;142847;142848;142849;142850;146554;146555;146556;146557;155303;155304;156646;156647;162883;162884;162885;166930;166931;166932;166933;169080;169081;169082;169083;169084;169085;169086;169087;169088;169089;169651;169652;169653;169654;169655;169656;169657;169658;169659;169660;169661;169662;169663;169664	10040;17129;19156;25166;29433;38551;44831;44837;47668;49549;53937;54152;55398;58357;58361;59453;59921;78693;91355;92291;97023;103523;105170;107800;108714;109599;111944;123876;123883;124730;125873;125874;130077;133774;133781;142849;146557;155303;156647;162885;166933;169088;169654;169662		351		641
sp|Q3UMY5|EMAL4_MOUSE	4	4	4		1	4	4	4	3	3	4	4	0	1	0	1	3	3	4	4	0	1	0	1	3	3	4	4	0	1	0	1	8.1	8.1	8.1	94.944	837	837	0	21.807	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By matching		By matching	6.3	6.3	8.1	8.1	0	2.9	0	1.8	54829000	10108000	12046000	10965000	19962000	0	1105200	0	642680	12015000	14627000	9085900	17354000	0	0	0	0	3	4	3	5	0	0	0	0	15			NA	1460	1481;4335;7500;14179	True;True;True;True	1512;4429;7665;14558	9604;9605;9606;9607;28139;28140;28141;48841;48842;48843;48844;48845;92561;92562;92563;92564	13409;13410;13411;13412;13413;13414;39255;39256;68364;68365;68366;68367;68368;68369;126059	13410;39256;68369;126059				
sp|Q9R257|HEBP1_MOUSE	8	8	8		1	8	8	8	5	7	6	6	0	0	0	0	5	7	6	6	0	0	0	0	5	7	6	6	0	0	0	0	9.3	9.3	9.3	143.13	1295	1295	0	17.965	By MS/MS	By MS/MS	By MS/MS	By MS/MS					6.2	8.3	7.3	7	0	0	0	0	61949000	5585800	14245000	12837000	29281000	0	0	0	0	11630000	14599000	14984000	20736000	0	0	0	0	2	3	3	7	0	0	0	0	15			NA	1461	1001;10010;11201;12375;15728;16435;17129;17895	True;True;True;True;True;True;True;True	1022;10231;11446;12702;16129;16854;17567;18355	6456;65589;65590;65591;72977;72978;72979;72980;80806;80807;80808;80809;102294;102295;102296;102297;106984;111624;111625;111626;116994;116995;116996;116997	8903;90848;90849;90850;100439;100440;110999;138469;138470;138471;138472;138473;138474;145639;152214;159749	8903;90848;100439;110999;138472;145639;152214;159749				
